Betting Day,Date,Home Team,Away Team,Bet,American Odds,Decimal Odds,Result,running W,n. bets,running % wins,1st positive threshold,2nd positive threshold,1st negative threshold,2nd negative threshold,RC,Risk,P/L
158,25/03/2024,Jays,Pirates,Pirates,115,2.15,W,292,574,0.5087,0.5025,0.5075,0.4975,0.4925,-0.5,0.5,0.58
159,26/03/2024,Braves,Twins,Braves,103,2.03,L,292,575,0.5078,0.5025,0.5075,0.4975,0.4925,-0.5,0.5,-0.50
159,26/03/2024,Guardians,Diamondbacks,Diamondbacks,-120,1.83,W,293,576,0.5087,0.5025,0.5075,0.4975,0.4925,-0.5,0.5,0.42
159,26/03/2024,Padres,Mariners,Mariners,110,2.1,W,294,577,0.5095,0.5025,0.5075,0.4975,0.4925,-0.5,0.5,0.55
160,28/03/2024,Tigers,White Sox,White Sox,144,2.44,L,294,578,0.5087,0.5025,0.5075,0.4975,0.4925,-0.5,0.5,-0.50
160,28/03/2024,Twins,Royals,Royals,108,2.08,L,294,579,0.5078,0.5025,0.5075,0.4975,0.4925,-0.5,0.5,-0.50
160,28/03/2024,Guardians,Athletics,Athletics,133,2.33,L,294,580,0.5069,0.5025,0.5075,0.4975,0.4925,-0.5,0.5,-0.50
160,28/03/2024,Yankees,Astros,Yankees,136,2.36,W,295,581,0.5077,0.5025,0.5075,0.4975,0.4925,-0.5,0.5,0.68
160,28/03/2024,Cubs,Rangers,Cubs,107,2.07,L,295,582,0.5069,0.5025,0.5075,0.4975,0.4925,-0.5,0.5,-0.50
160,28/03/2024,Red Sox,Mariners,Mariners,-147,1.68,L,295,583,0.506,0.5025,0.5075,0.4975,0.4925,-0.5,0.5,-0.50
160,28/03/2024,Pirates,Marlins,Pirates,115,2.15,W,296,584,0.5068,0.5025,0.5075,0.4975,0.4925,-0.5,0.5,0.58
160,28/03/2024,Giants,Padres,Padres,-104,1.96,W,297,585,0.5077,0.5025,0.5075,0.4975,0.4925,-0.5,0.5,0.48
160,28/03/2024,Jays,Rays,Rays,-129,1.78,L,297,586,0.5068,0.5025,0.5075,0.4975,0.4925,-0.5,0.5,-0.50
161,29/03/2024,Yankees,Astros,Yankees,109,2.09,W,298,587,0.5077,0.5025,0.5075,0.4975,0.4925,-0.1,0.9,0.98
161,29/03/2024,Red Sox,Mariners,Mariners,-139,1.72,W,299,588,0.5085,0.5025,0.5075,0.4975,0.4925,-0.1,0.9,0.65
161,29/03/2024,Guardians,Athletics,Athletics,119,2.19,L,299,589,0.5076,0.5025,0.5075,0.4975,0.4925,-0.1,0.9,-0.90
161,29/03/2024,Giants,Padres,Padres,-138,1.72,L,299,590,0.5068,0.5025,0.5075,0.4975,0.4925,-0.1,0.9,-0.90
161,29/03/2024,Jays,Rays,Rays,-119,1.84,W,300,591,0.5076,0.5025,0.5075,0.4975,0.4925,-0.1,0.9,0.76
161,29/03/2024,Braves,Phillies,Braves,-122,1.82,W,301,592,0.5084,0.5025,0.5075,0.4975,0.4925,-0.1,0.9,0.74
162,30/03/2024,Guardians,Athletics,Athletics,123,2.23,L,301,593,0.5076,0.5025,0.5075,0.4975,0.4925,-0.5,0.5,-0.50
162,30/03/2024,Brewers,Mets,Brewers,113,2.13,W,302,594,0.5084,0.5025,0.5075,0.4975,0.4925,-0.5,0.5,0.57
162,30/03/2024,Twins,Royals,Royals,107,2.07,L,302,595,0.5076,0.5025,0.5075,0.4975,0.4925,-0.5,0.5,-0.50
162,30/03/2024,Pirates,Marlins,Pirates,103,2.03,W,303,596,0.5084,0.5025,0.5075,0.4975,0.4925,-0.5,0.5,0.52
162,30/03/2024,Giants,Padres,Padres,-122,1.82,L,303,597,0.5075,0.5025,0.5075,0.4975,0.4925,-0.5,0.5,-0.50
163,31/03/2024,Braves,Phillies,Phillies,131,2.31,W,304,598,0.5084,0.5025,0.5075,0.4975,0.4925,-0.5,0.5,0.66
163,31/03/2024,Brewers,Mets,Mets,-132,1.76,L,304,599,0.5075,0.5025,0.5075,0.4975,0.4925,-0.5,0.5,-0.50
163,31/03/2024,Twins,Royals,Royals,111,2.11,W,305,600,0.5083,0.5025,0.5075,0.4975,0.4925,-0.5,0.5,0.56
163,31/03/2024,Yankees,Astros,Yankees,104,2.04,W,306,601,0.5092,0.5025,0.5075,0.4975,0.4925,-0.5,0.5,0.52
163,31/03/2024,Pirates,Marlins,Pirates,125,2.25,W,307,602,0.51,0.5025,0.5075,0.4975,0.4925,-0.5,0.5,0.63
164,1/4/2024,Red Sox,Athletics,Athletics,138,2.38,L,307,603,0.5091,0.5025,0.5075,0.4975,0.4925,-0.5,0.5,-0.50
164,1/4/2024,Reds,Phillies,Reds,132,2.32,W,308,604,0.5099,0.5025,0.5075,0.4975,0.4925,-0.5,0.5,0.66
164,1/4/2024,Tigers,Mets,Mets,-131,1.76,L,308,605,0.5091,0.5025,0.5075,0.4975,0.4925,-0.5,0.5,-0.50
164,1/4/2024,Angels,Marlins,Angels,-100,2,W,309,606,0.5099,0.5025,0.5075,0.4975,0.4925,-0.5,0.5,0.50
164,1/4/2024,Pirates,Nationals,Nationals,-105,1.95,L,309,607,0.5091,0.5025,0.5075,0.4975,0.4925,-0.5,0.5,-0.50
164,1/4/2024,Cardinals,Padres,Padres,-109,1.92,L,309,608,0.5082,0.5025,0.5075,0.4975,0.4925,-0.5,0.5,-0.50
164,1/4/2024,Rangers,Rays,Rangers,110,2.1,W,310,609,0.509,0.5025,0.5075,0.4975,0.4925,-0.5,0.5,0.55
164,1/4/2024,Jays,Astros,Jays,126,2.26,L,310,610,0.5082,0.5025,0.5075,0.4975,0.4925,-0.5,0.5,-0.50
165,2/4/2024,Red Sox,Athletics,Athletics,132,2.32,L,310,611,0.5074,0.5025,0.5075,0.4975,0.4925,-0.5,0.5,-0.50
165,2/4/2024,Reds,Phillies,Reds,125,2.25,L,310,612,0.5065,0.5025,0.5075,0.4975,0.4925,-0.5,0.5,-0.50
165,2/4/2024,Guardians,Mariners,Mariners,-111,1.9,L,310,613,0.5057,0.5025,0.5075,0.4975,0.4925,-0.5,0.5,-0.50
165,2/4/2024,Giants,Dodgers,Giants,128,2.28,L,310,614,0.5049,0.5025,0.5075,0.4975,0.4925,-0.5,0.5,-0.50
165,2/4/2024,Cardinals,Padres,Padres,-134,1.75,L,310,615,0.5041,0.5025,0.5075,0.4975,0.4925,-0.5,0.5,-0.50
165,2/4/2024,Jays,Astros,Jays,132,2.32,W,311,616,0.5049,0.5025,0.5075,0.4975,0.4925,-0.5,0.5,0.66
166,3/4/2024,Angels,Marlins,Mariners,-107,1.93,L,311,617,0.5041,0.5025,0.5075,0.4975,0.4925,-0.1,0.9,-0.90
167,4/4/2024,Pirates,Nationals,Nationals,103,2.03,L,311,618,0.5032,0.5025,0.5075,0.4975,0.4925,-0.1,0.9,-0.90
168,5/4/2024,Orioles,Pirates,Pirates,112,2.12,L,311,619,0.5024,0.5025,0.5075,0.4975,0.4925,-0.1,0.9,-0.90
168,5/4/2024,Red Sox,Angels,Red Sox,-103,1.97,W,312,620,0.5032,0.5025,0.5075,0.4975,0.4925,-0.1,0.9,0.87
168,5/4/2024,Padres,Giants,Giants,-112,1.89,W,313,621,0.504,0.5025,0.5075,0.4975,0.4925,-0.1,0.9,0.80
168,5/4/2024,Mariners,Brewers,Mariners,111,2.11,L,313,622,0.5032,0.5025,0.5075,0.4975,0.4925,-0.1,0.9,-0.90
169,6/4/2024,Orioles,Pirates,Pirates,127,2.27,W,314,623,0.504,0.5025,0.5075,0.4975,0.4925,-0.1,0.9,1.14
169,6/4/2024,Astros,Rangers,Astros,-102,1.98,L,314,624,0.5032,0.5025,0.5075,0.4975,0.4925,-0.1,0.9,-0.90
169,6/4/2024,Dodgers,Cubs,Cubs,132,2.32,L,314,625,0.5024,0.5025,0.5075,0.4975,0.4925,-0.1,0.9,-0.90
169,6/4/2024,Mets,Reds,Mets,107,2.07,L,314,626,0.5016,0.5025,0.5075,0.4975,0.4925,-0.1,0.9,-0.90
169,6/4/2024,Padres,Giants,Giants,-113,1.88,L,314,627,0.5008,0.5025,0.5075,0.4975,0.4925,-0.1,0.9,-0.90
170,7/4/2024,Orioles,Pirates,Pirates,107,2.07,W,315,628,0.5016,0.5025,0.5075,0.4975,0.4925,0,1,1.07
170,7/4/2024,Phillies,Nationals,Nationals,130,2.3,W,316,629,0.5024,0.5025,0.5075,0.4975,0.4925,0,1,1.30
170,7/4/2024,Rays,Rockies,Rockies,126,2.26,L,316,630,0.5016,0.5025,0.5075,0.4975,0.4925,0,1,-1.00
171,8/4/2024,Cubs,Padres,Cubs,124,2.24,L,316,631,0.5008,0.5025,0.5075,0.4975,0.4925,0,1,-1.00
171,8/4/2024,Tigers,Pirates,Pirates,-122,1.82,W,317,632,0.5016,0.5025,0.5075,0.4975,0.4925,0,1,0.82
171,8/4/2024,Astros,Rangers,Astros,116,2.16,W,318,633,0.5024,0.5025,0.5075,0.4975,0.4925,0,1,1.16
171,8/4/2024,Dodgers,Twins,Twins,118,2.18,L,318,634,0.5016,0.5025,0.5075,0.4975,0.4925,0,1,-1.00
171,8/4/2024,Brewers,Reds,Reds,-102,1.98,W,319,635,0.5024,0.5025,0.5075,0.4975,0.4925,0,1,0.98
171,8/4/2024,Mariners,Blue Jays,Blue Jays,-114,1.88,W,320,636,0.5031,0.5025,0.5075,0.4975,0.4925,0,1,0.88
172,9/4/2024,Orioles,Red Sox,Red Sox,116,2.16,L,320,637,0.5024,0.5025,0.5075,0.4975,0.4925,-0.1,0.9,-0.90
172,9/4/2024,Tigers,Pirates,Pirates,-114,1.88,L,320,638,0.5016,0.5025,0.5075,0.4975,0.4925,-0.1,0.9,-0.90
172,9/4/2024,Astros,Royals,Royals,111,2.11,W,321,639,0.5023,0.5025,0.5075,0.4975,0.4925,-0.1,0.9,1.00
172,9/4/2024,Brewers,Reds,Reds,-131,1.76,L,321,640,0.5016,0.5025,0.5075,0.4975,0.4925,-0.1,0.9,-0.90
172,9/4/2024,Phillies,Cardinals,Cardinals,120,2.2,W,322,641,0.5023,0.5025,0.5075,0.4975,0.4925,-0.1,0.9,1.08
172,9/4/2024,Mariners,Blue Jays,Blue Jays,-106,1.94,W,323,642,0.5031,0.5025,0.5075,0.4975,0.4925,-0.1,0.9,0.85
173,10/4/2024,Diamonbacks,Rockies,Rockies,117,2.17,L,323,643,0.5023,0.5025,0.5075,0.4975,0.4925,-0.1,0.9,-0.90
173,10/4/2024,Orioles,Red Sox,Red Sox,-108,1.93,L,323,644,0.5016,0.5025,0.5075,0.4975,0.4925,-0.1,0.9,-0.90
173,10/4/2024,Brewers,Reds,Reds,-128,1.78,L,323,645,0.5008,0.5025,0.5075,0.4975,0.4925,-0.1,0.9,-0.90
173,10/4/2024,Phillies,Cardinals,Cardinals,124,2.24,L,323,646,0.5,0.5025,0.5075,0.4975,0.4925,-0.1,0.9,-0.90
173,10/4/2024,Mariners,Blue Jays,Mariners,105,2.05,W,324,647,0.5008,0.5025,0.5075,0.4975,0.4925,-0.1,0.9,0.95
174,11/4/2024,Orioles,Red Sox,Red Sox,111,2.11,L,324,648,0.5,0.5025,0.5075,0.4975,0.4925,0,1,-1.00
174,11/4/2024,Astros,Royals,Royals,120,2.2,W,325,649,0.5008,0.5025,0.5075,0.4975,0.4925,0,1,1.20
174,11/4/2024,Pirates,Phillies,Pirates,122,2.22,L,325,650,0.5,0.5025,0.5075,0.4975,0.4925,0,1,-1.00
175,12/4/2024,Royals,Mets,Royals,125,2.25,L,325,651,0.4992,0.5025,0.5075,0.4975,0.4925,0,1,-1.00
175,12/4/2024,Brewers,Orioles,Orioles,113,2.13,L,325,652,0.4985,0.5025,0.5075,0.4975,0.4925,0,1,-1.00
175,12/4/2024,Cardinals,Diamondbacks,Cardinals,110,2.1,W,326,653,0.4992,0.5025,0.5075,0.4975,0.4925,0,1,1.10
176,13/04/2024,Nationals,Athletics,Athletics,126,2.26,L,326,654,0.4985,0.5025,0.5075,0.4975,0.4925,0,1,-1.00
176,13/04/2024,Pirates,Phillies,Pirates,137,2.37,L,326,655,0.4977,0.5025,0.5075,0.4975,0.4925,0,1,-1.00
176,13/04/2024,Cardinals,Diamondbacks,Cardinals,101,2.01,L,326,656,0.497,0.5025,0.5075,0.4975,0.4925,0,1,-1.00
176,13/04/2024,Rangers,Astros,Rangers,119,2.19,L,326,657,0.4962,0.5025,0.5075,0.4975,0.4925,0,1,-1.00
176,13/04/2024,Brewers,Orioles,Orioles,-135,1.74,L,326,658,0.4954,0.5025,0.5075,0.4975,0.4925,0,1,-1.00
176,13/04/2024,Cubs,Mariners,Mariners,125,2.25,L,326,659,0.4947,0.5025,0.5075,0.4975,0.4925,0,1,-1.00
176,13/04/2024,Angels,Red Sox,Red Sox,-101,1.99,W,327,660,0.4955,0.5025,0.5075,0.4975,0.4925,0,1,0.99
177,14/04/2024,Twins,Tigers,Twins,102,2.02,L,327,661,0.4947,0.5025,0.5075,0.4975,0.4925,0.1,1.1,-1.10
177,14/04/2024,Yankees,Guardians,Guardians,115,2.15,W,328,662,0.4955,0.5025,0.5075,0.4975,0.4925,0.1,1.1,1.27
177,14/04/2024,Rangers,Astros,Astros,-110,1.91,W,329,663,0.4962,0.5025,0.5075,0.4975,0.4925,0.1,1.1,1.00
177,14/04/2024,Royals,Mets,Mets,101,2.01,W,330,664,0.497,0.5025,0.5075,0.4975,0.4925,0.1,1.1,1.11
177,14/04/2024,Cardinals,Diamondbacks,Cardinals,130,2.3,L,330,665,0.4962,0.5025,0.5075,0.4975,0.4925,0.1,1.1,-1.10
177,14/04/2024,Braves,Marlins,Marlins,128,2.28,L,330,666,0.4955,0.5025,0.5075,0.4975,0.4925,0.1,1.1,-1.10
177,14/04/2024,Angels,Red Sox,Red Sox,-123,1.81,W,331,667,0.4963,0.5025,0.5075,0.4975,0.4925,0.1,1.1,0.89
178,15/04/2024,Padres,Brewers,Brewers,-111,1.9,L,331,668,0.4955,0.5025,0.5075,0.4975,0.4925,0.1,1.1,-1.10
178,15/04/2024,Yankees,Jays,Jays,-107,1.93,W,332,669,0.4963,0.5025,0.5075,0.4975,0.4925,0.1,1.1,1.02
178,15/04/2024,Angels,Rays,Angels,144,2.44,W,333,670,0.497,0.5025,0.5075,0.4975,0.4925,0.1,1.1,1.58
178,15/04/2024,Rangers,Tigers,Rangers,112,2.12,W,334,671,0.4978,0.5025,0.5075,0.4975,0.4925,0.1,1.1,1.23
178,15/04/2024,Giants,Marlins,Marlins,104,2.04,L,334,672,0.497,0.5025,0.5075,0.4975,0.4925,0.1,1.1,-1.10
178,15/04/2024,Pirates,Mets,Pirates,110,2.1,L,334,673,0.4963,0.5025,0.5075,0.4975,0.4925,0.1,1.1,-1.10
179,16/04/2024,Giants,Marlins,Marlins,116,2.16,W,335,674,0.497,0.5025,0.5075,0.4975,0.4925,0.1,1.1,1.28
179,16/04/2024,Cardinals,Athletics,Athletics,127,2.27,L,335,675,0.4963,0.5025,0.5075,0.4975,0.4925,0.1,1.1,-1.10
179,16/04/2024,Padres,Brewers,brewers,108,2.08,L,335,676,0.4956,0.5025,0.5075,0.4975,0.4925,0.1,1.1,-1.10
179,16/04/2024,Twins,Orioles,Orioles,-154,1.65,W,336,677,0.4963,0.5025,0.5075,0.4975,0.4925,0.1,1.1,0.72
179,16/04/2024,Braves,Astros,Braves,-107,1.93,W,337,678,0.4971,0.5025,0.5075,0.4975,0.4925,0.1,1.1,1.02
179,16/04/2024,Reds,Mariners,Mariners,-127,1.79,W,338,679,0.4978,0.5025,0.5075,0.4975,0.4925,0.1,1.1,0.87
179,16/04/2024,Cubs,Diamondbacks,Cubs,111,2.11,L,338,680,0.4971,0.5025,0.5075,0.4975,0.4925,0.1,1.1,-1.10
179,16/04/2024,Pirates,Mets,Pirates,-102,1.98,L,338,681,0.4963,0.5025,0.5075,0.4975,0.4925,0.1,1.1,-1.10
179,16/04/2024,Guardians,Red Sox,Red Sox,-111,1.9,L,338,682,0.4956,0.5025,0.5075,0.4975,0.4925,0.1,1.1,-1.10
180,17/04/2024,Braves,Astros,Astros,123,2.23,L,338,683,0.4949,0.5025,0.5075,0.4975,0.4925,0.1,1.1,-1.10
180,17/04/2024,Cubs,Diamondbacks,Cubs,118,2.18,W,339,684,0.4956,0.5025,0.5075,0.4975,0.4925,0.1,1.1,1.30
180,17/04/2024,Angels,Rays,Angels,104,2.04,W,340,685,0.4964,0.5025,0.5075,0.4975,0.4925,0.1,1.1,1.14
180,17/04/2024,Yankees,Blue Jays,Blue Jays,-114,1.88,L,340,686,0.4956,0.5025,0.5075,0.4975,0.4925,0.1,1.1,-1.10
180,17/04/2024,Pirates,Mets,Pirates,140,2.4,L,340,687,0.4949,0.5025,0.5075,0.4975,0.4925,0.1,1.1,-1.10
180,17/04/2024,Padres,Brewers,brewers,-107,1.93,W,341,688,0.4956,0.5025,0.5075,0.4975,0.4925,0.1,1.1,1.02
180,17/04/2024,Giants,Marlins,Marlins,-104,1.96,L,341,689,0.4949,0.5025,0.5075,0.4975,0.4925,0.1,1.1,-1.10
180,17/04/2024,Cardinals,Athletics,Athletics,118,2.18,W,342,690,0.4957,0.5025,0.5075,0.4975,0.4925,0.1,1.1,1.30
181,19/04/2024,Diamonbacks,Giants,Giants,-118,1.85,L,342,691,0.4949,0.5025,0.5075,0.4975,0.4925,0.1,1.1,-1.10
181,19/04/2024,Orioles,Royals,Orioles,-125,1.8,L,342,692,0.4942,0.5025,0.5075,0.4975,0.4925,0.1,1.1,-1.10
181,19/04/2024,Angels,Reds,Reds,-132,1.76,W,343,693,0.4949,0.5025,0.5075,0.4975,0.4925,0.1,1.1,0.84
181,19/04/2024,Brewers,Cardinals,Cardinals,101,2.01,L,343,694,0.4942,0.5025,0.5075,0.4975,0.4925,0.1,1.1,-1.10
182,20/04/2024,Red Sox,Pirates,Pirates,-116,1.86,L,343,695,0.4935,0.5025,0.5075,0.4975,0.4925,0.1,1.1,-1.10
182,20/04/2024,Angels,Reds,Reds,-114,1.88,W,344,696,0.4943,0.5025,0.5075,0.4975,0.4925,0.1,1.1,0.97
182,20/04/2024,Rays,Yankees,Yankees,-122,1.82,L,344,697,0.4935,0.5025,0.5075,0.4975,0.4925,0.1,1.1,-1.10
183,21/04/2024,Marlins,Cubs,Cubs,-125,1.8,L,344,698,0.4928,0.5025,0.5075,0.4975,0.4925,0.1,1.1,-1.10
183,21/04/2024,Rays,Yankees,Yankees,-123,1.81,W,345,699,0.4936,0.5025,0.5075,0.4975,0.4925,0.1,1.1,0.89
183,21/04/2024,Jays,Padres,Jays,106,2.06,L,345,700,0.4929,0.5025,0.5075,0.4975,0.4925,0.1,1.1,-1.10
184,22/04/2024,Diamonbacks,Cardinals,Diamondbacks,-100,2,L,345,701,0.4922,0.5025,0.5075,0.4975,0.4925,0.1,1.1,-1.10
184,22/04/2024,Tigers,Rays,Rays,102,2.02,L,345,702,0.4915,0.5025,0.5075,0.4975,0.4925,0.1,1.1,-1.10
184,22/04/2024,Brewers,Pirates,Pirates,-134,1.75,W,346,703,0.4922,0.5025,0.5075,0.4975,0.4925,0.1,1.1,0.83
184,22/04/2024,Mets,Giants,Mets,-102,1.98,L,346,704,0.4915,0.5025,0.5075,0.4975,0.4925,0.1,1.1,-1.10
184,22/04/2024,Jays,Royals,Royals,110,2.1,L,346,705,0.4908,0.5025,0.5075,0.4975,0.4925,0.1,1.1,-1.10
185,23/04/2024,Diamonbacks,Cardinals,Diamondbacks,125,2.25,W,347,706,0.4915,0.5025,0.5075,0.4975,0.4925,0.5,1.5,1.88
185,23/04/2024,Astros,Cubs,Astros,-109,1.92,L,347,707,0.4908,0.5025,0.5075,0.4975,0.4925,0.5,1.5,-1.50
185,23/04/2024,Phillies,Reds,Reds,116,2.16,W,348,708,0.4915,0.5025,0.5075,0.4975,0.4925,0.5,1.5,1.74
185,23/04/2024,Mariners,Rangers,Rangers,102,2.02,L,348,709,0.4908,0.5025,0.5075,0.4975,0.4925,0.5,1.5,-1.50
185,23/04/2024,Jays,Royals,Royals,114,2.14,W,349,710,0.4915,0.5025,0.5075,0.4975,0.4925,0.5,1.5,1.71
186,24/04/2024,Red Sox,Guardians,Red Sox,122,2.22,W,350,711,0.4923,0.5025,0.5075,0.4975,0.4925,0.5,1.5,1.83
187,25/04/2024,Red Sox,Guardians,Red Sox,123,2.23,L,350,712,0.4916,0.5025,0.5075,0.4975,0.4925,0.5,1.5,-1.50
187,25/04/2024,Red Sox,Guardians,Guardians,-125,1.8,W,351,713,0.4923,0.5025,0.5075,0.4975,0.4925,0.5,1.5,1.20
187,25/04/2024,Brewers,Pirates,Pirates,120,2.2,L,351,714,0.4916,0.5025,0.5075,0.4975,0.4925,0.5,1.5,-1.50
187,25/04/2024,Mariners,Rangers,Rangers,103,2.03,L,351,715,0.4909,0.5025,0.5075,0.4975,0.4925,0.5,1.5,-1.50
187,25/04/2024,Blue Jays,Royals,Blue Jays,-105,1.95,L,351,716,0.4902,0.5025,0.5075,0.4975,0.4925,0.5,1.5,-1.50
188,26/04/2024,Diamonbacks,Mariners,Mariners,114,2.14,W,352,717,0.4909,0.5025,0.5075,0.4975,0.4925,0.5,1.5,1.71
188,26/04/2024,Cubs,Red Sox,Red Sox,-104,1.96,L,352,718,0.4903,0.5025,0.5075,0.4975,0.4925,0.5,1.5,-1.50
188,26/04/2024,Royals,Tigers,Royals,112,2.12,W,353,719,0.491,0.5025,0.5075,0.4975,0.4925,0.5,1.5,1.68
188,26/04/2024,Dodgers,Blue Jays,Blue Jays,110,2.1,L,353,720,0.4903,0.5025,0.5075,0.4975,0.4925,0.5,1.5,-1.50
188,26/04/2024,Yankees,Brewers,Brewers,115,2.15,W,354,721,0.491,0.5025,0.5075,0.4975,0.4925,0.5,1.5,1.73
188,26/04/2024,Phillies,Padres,Padres,100,2,L,354,722,0.4903,0.5025,0.5075,0.4975,0.4925,0.5,1.5,-1.50
188,26/04/2024,Cardinals,Mets,Cardinals,121,2.21,W,355,723,0.491,0.5025,0.5075,0.4975,0.4925,0.5,1.5,1.82
189,27/04/2024,Reds,Rangers,Rangers,-105,1.95,L,355,724,0.4903,0.5025,0.5075,0.4975,0.4925,0.5,1.5,-1.50
189,27/04/2024,Royals,Tigers,Royals,-102,1.98,L,355,725,0.4897,0.5025,0.5075,0.4975,0.4925,0.5,1.5,-1.50
189,27/04/2024,Twins,Angels,Angels,-102,1.98,L,355,726,0.489,0.5025,0.5075,0.4975,0.4925,0.5,1.5,-1.50
189,27/04/2024,Phillies,Padres,Padres,-113,1.88,L,355,727,0.4883,0.5025,0.5075,0.4975,0.4925,0.5,1.5,-1.50
189,27/04/2024,Pirates,Giants,Pirates,132,2.32,W,356,728,0.489,0.5025,0.5075,0.4975,0.4925,0.5,1.5,1.98
189,27/04/2024,Cardinals,Mets,Mets,123,2.23,L,356,729,0.4883,0.5025,0.5075,0.4975,0.4925,0.5,1.5,-1.50
190,28/04/2024,Reds,Rangers,Rangers,-124,1.81,W,357,730,0.489,0.5025,0.5075,0.4975,0.4925,0.5,1.5,1.22
190,28/04/2024,Royals,Tigers,Royals,148,2.48,L,357,731,0.4884,0.5025,0.5075,0.4975,0.4925,0.5,1.5,-1.50
190,28/04/2024,Dodgers,Blue Jays,Blue Jays,-108,1.93,W,358,732,0.4891,0.5025,0.5075,0.4975,0.4925,0.5,1.5,1.40
190,28/04/2024,Phillies,Padres,Phillies,134,2.34,W,359,733,0.4898,0.5025,0.5075,0.4975,0.4925,0.5,1.5,2.01
190,28/04/2024,Pirates,Giants,Giants,-106,1.94,W,360,734,0.4905,0.5025,0.5075,0.4975,0.4925,0.5,1.5,1.41
190,28/04/2024,Cardinals,Mets,Mets,-119,1.84,W,361,735,0.4912,0.5025,0.5075,0.4975,0.4925,0.5,1.5,1.26
191,29/04/2024,Braves,Mariners,Mariners,143,2.43,W,362,736,0.4918,0.5025,0.5075,0.4975,0.4925,0.5,1.5,2.15
191,29/04/2024,Reds,Padres,Padres,-108,1.93,L,362,737,0.4912,0.5025,0.5075,0.4975,0.4925,0.5,1.5,-1.50
191,29/04/2024,Dodgers,Diamondbacks,Diamondbacks,120,2.2,L,362,738,0.4905,0.5025,0.5075,0.4975,0.4925,0.5,1.5,-1.50
191,29/04/2024,Yankees,Orioles,Orioles,-122,1.82,W,363,739,0.4912,0.5025,0.5075,0.4975,0.4925,0.5,1.5,1.23
191,29/04/2024,Phillies,Angels,Angels,130,2.3,W,364,740,0.4919,0.5025,0.5075,0.4975,0.4925,0.5,1.5,1.95
191,29/04/2024,Pirates,Athletics,Athletics,110,2.1,W,365,741,0.4926,0.5025,0.5075,0.4975,0.4925,0.5,1.5,1.65
191,29/04/2024,Nationals,Marlins,Nationals,121,2.21,W,366,742,0.4933,0.5025,0.5075,0.4975,0.4925,0.5,1.5,1.82
192,30/04/2024,Braves,Mariners,Mariners,113,2.13,W,367,743,0.4939,0.5025,0.5075,0.4975,0.4925,0.1,1.1,1.24
192,30/04/2024,Cubs,Mets,Mets,-122,1.82,W,368,744,0.4946,0.5025,0.5075,0.4975,0.4925,0.1,1.1,0.90
192,30/04/2024,Guardians,Astros,Guardians,151,2.51,L,368,745,0.494,0.5025,0.5075,0.4975,0.4925,0.1,1.1,-1.10
192,30/04/2024,Rockies,Marlins,Marlins,-131,1.76,W,369,746,0.4946,0.5025,0.5075,0.4975,0.4925,0.1,1.1,0.84
192,30/04/2024,Royals,Jays,Royals,118,2.18,W,370,747,0.4953,0.5025,0.5075,0.4975,0.4925,0.1,1.1,1.30
192,30/04/2024,Giants,Red Sox,Red Sox,118,2.18,W,371,748,0.496,0.5025,0.5075,0.4975,0.4925,0.1,1.1,1.30
193,1/5/2024,Cubs,Mets,Mets,110,2.1,L,371,749,0.4953,0.5025,0.5075,0.4975,0.4925,0.1,1.1,-1.10
193,1/5/2024,Reds,Padres,Padres,-141,1.71,W,372,750,0.496,0.5025,0.5075,0.4975,0.4925,0.1,1.1,0.78
193,1/5/2024,Royals,Blue Jays,Blue Jays,-135,1.74,L,372,751,0.4953,0.5025,0.5075,0.4975,0.4925,0.1,1.1,-1.10
193,1/5/2024,Pirates,Athletics,Athletics,102,2.02,W,373,752,0.496,0.5025,0.5075,0.4975,0.4925,0.1,1.1,1.12
193,1/5/2024,Cardinals,Tigers,Cardinals,101,2.01,L,373,753,0.4954,0.5025,0.5075,0.4975,0.4925,0.1,1.1,-1.10
193,1/5/2024,Rays,Brewers,Brewers,-102,1.98,W,374,754,0.496,0.5025,0.5075,0.4975,0.4925,0.1,1.1,1.08
194,2/5/2024,Cubs,Mets,Mets,-104,1.96,W,375,755,0.4967,0.5025,0.5075,0.4975,0.4925,0.1,1.1,1.06
194,2/5/2024,Yankees,Orioles,Yankees,-103,1.97,L,375,756,0.496,0.5025,0.5075,0.4975,0.4925,0.1,1.1,-1.10
195,3/5/2024,Orioles,Reds,Orioles,108,2.08,W,376,757,0.4967,0.5025,0.5075,0.4975,0.4925,0.1,1.1,1.19
195,3/5/2024,Red Sox,Twins,Twins,-116,1.86,W,377,758,0.4974,0.5025,0.5075,0.4975,0.4925,0.1,1.1,0.95
195,3/5/2024,Brewers,Cubs,Cubs,-114,1.88,L,377,759,0.4967,0.5025,0.5075,0.4975,0.4925,0.1,1.1,-1.10
195,3/5/2024,Giants,Phillies,Giants,153,2.53,L,377,760,0.4961,0.5025,0.5075,0.4975,0.4925,0.1,1.1,-1.10
195,3/5/2024,Mariners,Astros,Astros,-109,1.92,W,378,761,0.4967,0.5025,0.5075,0.4975,0.4925,0.1,1.1,1.01
195,3/5/2024,Rangers,Royals,Rangers,102,2.02,L,378,762,0.4961,0.5025,0.5075,0.4975,0.4925,0.1,1.1,-1.10
